geoscale;timescale;module;eucalc-name;lever;level;string-pivot;type-prefix;module-prefix;element;item;unit;value;reference-id;interaction-file
constant;constant;interactions;cp_emission-factor_CO2_solid-waste[Mt/TWh];constant;0;none;none;cp;emission-factor_CO2;solid-waste;Mt/TWh;0.0;to-fill;interactions_constants
constant;constant;interactions;cp_emission-factor_CH4_gas-ff-natural[Mt/TWh];constant;0;none;cp;none;tec;emission-factor_CH4_gas-ff-natural;Mt/TWh;0.0;missing-reference;interactions_constants
constant;constant;interactions;cp_emission-factor_CH4_heat-ambient[Mt/TWh];constant;0;none;cp;none;tec;emission-factor_CH4_heat-ambient;Mt/TWh;0.0;missing-reference;interactions_constants
constant;constant;interactions;cp_emission-factor_CH4_heat-geothermal[Mt/TWh];constant;0;none;cp;none;tec;emission-factor_CH4_heat-geothermal;Mt/TWh;0.0;missing-reference;interactions_constants
constant;constant;interactions;cp_emission-factor_CH4_heat-solar[Mt/TWh];constant;0;none;cp;none;tec;emission-factor_CH4_heat-solar;Mt/TWh;0.0;missing-reference;interactions_constants
constant;constant;interactions;cp_emission-factor_CH4_liquid-ff-heatingoil[Mt/TWh];constant;0;none;cp;none;tec;emission-factor_CH4_liquid-ff-heatingoil;Mt/TWh;0.0;missing-reference;interactions_constants
constant;constant;interactions;cp_emission-factor_CH4_solid-bio-pellets[Mt/TWh];constant;0;none;cp;none;tec;emission-factor_CH4_solid-bio-pellets;Mt/TWh;0.0;missing-reference;interactions_constants
constant;constant;interactions;cp_emission-factor_CH4_solid-bio-woodlog[Mt/TWh];constant;0;none;cp;none;tec;emission-factor_CH4_solid-bio-woodlog;Mt/TWh;0.0;missing-reference;interactions_constants
constant;constant;interactions;cp_emission-factor_CH4_solid-ff-coal[Mt/TWh];constant;0;none;cp;none;tec;emission-factor_CH4_solid-ff-coal;Mt/TWh;0.0;missing-reference;interactions_constants
constant;constant;interactions;cp_emission-factor_CO2_electricity[Mt/TWh];constant;0;none;cp;none;tec;emission-factor_CO2_electricity;Mt/TWh;0.0;missing-reference;interactions_constants
constant;constant;interactions;cp_emission-factor_CO2_gas-ff-natural[Mt/TWh];constant;0;none;cp;none;tec;emission-factor_CO2_gas-ff-natural;Mt/TWh;0.25;missing-reference;interactions_constants
constant;constant;interactions;cp_emission-factor_CO2_heat-ambient[Mt/TWh];constant;0;none;cp;none;tec;emission-factor_CO2_heat-ambient;Mt/TWh;0.0;missing-reference;interactions_constants
constant;constant;interactions;cp_emission-factor_CO2_heat-district[Mt/TWh];constant;0;none;cp;none;tec;emission-factor_CO2_heat-district;Mt/TWh;0.0;missing-reference;interactions_constants
constant;constant;interactions;cp_emission-factor_CO2_heat-geothermal[Mt/TWh];constant;0;none;cp;none;tec;emission-factor_CO2_heat-geothermal;Mt/TWh;0.0;missing-reference;interactions_constants
constant;constant;interactions;cp_emission-factor_CO2_heat-solar[Mt/TWh];constant;0;none;cp;none;tec;emission-factor_CO2_heat-solar;Mt/TWh;0.0;missing-reference;interactions_constants
constant;constant;interactions;cp_emission-factor_CO2_liquid-ff-heatingoil[Mt/TWh];constant;0;none;cp;none;tec;emission-factor_CO2_liquid-ff-heatingoil;Mt/TWh;0.319;missing-reference;interactions_constants
constant;constant;interactions;cp_emission-factor_CO2_solid-bio-pellets[Mt/TWh];constant;0;none;cp;none;tec;emission-factor_CO2_solid-bio-pellets;Mt/TWh;0.0;missing-reference;interactions_constants
constant;constant;interactions;cp_emission-factor_CO2_solid-bio-woodlog[Mt/TWh];constant;0;none;cp;none;tec;emission-factor_CO2_solid-bio-woodlog;Mt/TWh;0.0;missing-reference;interactions_constants
constant;constant;interactions;cp_emission-factor_CO2_solid-ff-coal[Mt/TWh];constant;0;none;cp;none;tec;emission-factor_CO2_solid-ff-coal;Mt/TWh;0.4499999999999999;missing-reference;interactions_constants
constant;constant;interactions;cp_emission-factor_N2O_gas-ff-natural[Mt/TWh];constant;0;none;cp;none;tec;emission-factor_N2O_gas-ff-natural;Mt/TWh;0.0;missing-reference;interactions_constants
constant;constant;interactions;cp_emission-factor_N2O_heat-ambient[Mt/TWh];constant;0;none;cp;none;tec;emission-factor_N2O_heat-ambient;Mt/TWh;0.0;missing-reference;interactions_constants
constant;constant;interactions;cp_emission-factor_N2O_heat-geothermal[Mt/TWh];constant;0;none;cp;none;tec;emission-factor_N2O_heat-geothermal;Mt/TWh;0.0;missing-reference;interactions_constants
constant;constant;interactions;cp_emission-factor_N2O_heat-solar[Mt/TWh];constant;0;none;cp;none;tec;emission-factor_N2O_heat-solar;Mt/TWh;0.0;missing-reference;interactions_constants
constant;constant;interactions;cp_emission-factor_N2O_liquid-ff-heatingoil[Mt/TWh];constant;0;none;cp;none;tec;emission-factor_N2O_liquid-ff-heatingoil;Mt/TWh;0.0;missing-reference;interactions_constants
constant;constant;interactions;cp_emission-factor_N2O_solid-bio-pellets[Mt/TWh];constant;0;none;cp;none;tec;emission-factor_N2O_solid-bio-pellets;Mt/TWh;0.0;missing-reference;interactions_constants
constant;constant;interactions;cp_emission-factor_N2O_solid-bio-woodlog[Mt/TWh];constant;0;none;cp;none;tec;emission-factor_N2O_solid-bio-woodlog;Mt/TWh;0.0;missing-reference;interactions_constants
constant;constant;interactions;cp_emission-factor_N2O_solid-ff-coal[Mt/TWh];constant;0;none;cp;none;tec;emission-factor_N2O_solid-ff-coal;Mt/TWh;0.0;missing-reference;interactions_constants
constant;constant;interactions;cp_emission-factor_SO2_gas-ff-natural[Mt/TWh];constant;0;none;cp;none;tec;emission-factor_SO2_gas-ff-natural;Mt/TWh;0.0;missing-reference;interactions_constants
constant;constant;interactions;cp_emission-factor_SO2_liquid-ff-heatingoil[Mt/TWh];constant;0;none;cp;none;tec;emission-factor_SO2_liquid-ff-heatingoil;Mt/TWh;0.0;missing-reference;interactions_constants
constant;constant;interactions;cp_emission-factor_SO2_solid-bio-pellets[Mt/TWh];constant;0;none;cp;none;tec;emission-factor_SO2_solid-bio-pellets;Mt/TWh;0.0;missing-reference;interactions_constants
constant;constant;interactions;cp_emission-factor_SO2_solid-bio-woodlog[Mt/TWh];constant;0;none;cp;none;tec;emission-factor_SO2_solid-bio-woodlog;Mt/TWh;0.0;missing-reference;interactions_constants
constant;constant;interactions;cp_emission-factor_SO2_solid-ff-coal[Mt/TWh];constant;0;none;cp;none;tec;emission-factor_SO2_solid-ff-coal;Mt/TWh;0.0;missing-reference;interactions_constants
constant;constant;interactions;cp_conversion-factor_thousandth[%];constant;0;none;cp;cp;conversion-factor;thousandth;%;0.001;interactions_constants;interactions_constants
constant;constant;interactions;cp_unit-conversion_factor[%];constant;0;none;cp;cp;unit-conversion;factor;%;0.001;interactions_constants;interactions_constants
constant;constant;interactions;cp_packaging_aluminium-factor[%];constant;0;none;cp;cp;packaging;aluminium-factor;%;2.5;interactions_constants;interactions_constants
constant;constant;interactions;cp_appliances_charging-time-share[%];constant;0;none;cp;cp;appliances;charging-time-share;%;0.1;interactions_constants;interactions_constants
constant;constant;interactions;cp_time_days-per-year[days];constant;0;none;cp;none;time;days-per-year;days;365.0;interactions_constants;interactions_constants
constant;constant;interactions;lfs_appliances_charging-time-share[%];constant;0;none;none;lfs;appliances;charging-time-share;%;0.1;interactions_constants;to-fill
constant;constant;constants;agr-carbon-stock_cropland_cover-crop[tC/ha];none;0;none;none;none;agr-carbon-stock;cropland_cover-crop_none_none_none_none;tC/ha;0.16;interactions_constants;missing-reference
constant;constant;constants;agr-carbon-stock_cropland_cropland[tC/ha];none;0;none;none;none;agr-carbon-stock;cropland_cropland_none_none_none_none;tC/ha;2.75;interactions_constants;missing-reference
constant;constant;constants;agr-carbon-stock_cropland_hedges[tC/ha];none;0;none;none;none;agr-carbon-stock;cropland_hedges_none_none_none_none;tC/ha;0.1;interactions_constants;missing-reference
constant;constant;constants;agr-carbon-stock_cropland_no-till[tC/ha];none;0;none;none;none;agr-carbon-stock;cropland_no-till_none_none_none_none;tC/ha;0.1;interactions_constants;missing-reference
constant;constant;constants;agr-carbon-stock_grassland_grassland[tC/ha];none;0;none;none;none;agr-carbon-stock;grassland_grassland_none_none_none_none;tC/ha;2.75;interactions_constants;missing-reference
constant;constant;constants;agr-carbon-stock_grassland_hedges[tC/ha];none;0;none;none;none;agr-carbon-stock;grassland_hedges_none_none_none_none;tC/ha;0.1;interactions_constants;missing-reference
constant;constant;constants;bioenergy_yield_btx_bionaphta[TWh/TWh];none;0;none;none;none;bioenergy;yield_btx_bionaphta_none_none_none;TWh/TWh;3.333333333333333;interactions_constants;missing-reference
constant;constant;constants;bioenergy_yield_btx_lgn[TWh/TWh];none;0;none;none;none;bioenergy;yield_btx_lgn_none_none_none;TWh/TWh;0.4;interactions_constants;missing-reference
constant;constant;constants;bioenergy_yield_est_glycerin[TWh/TWh];none;0;none;none;none;bioenergy;yield_est_glycerin_none_none_none;TWh/TWh;10.0;interactions_constants;missing-reference
constant;constant;constants;bioenergy_yield_est_oil[TWh/TWh];none;0;none;none;none;bioenergy;yield_est_oil_none_none_none;TWh/TWh;0.95;interactions_constants;missing-reference
constant;constant;constants;bioenergy_yield_ezm_lgn[TWh/TWh];none;0;none;none;none;bioenergy;yield_ezm_lgn_none_none_none;TWh/TWh;0.3;interactions_constants;missing-reference
constant;constant;constants;bioenergy_yield_ezm_lignin[TWh/TWh];none;0;none;none;none;bioenergy;yield_ezm_lignin_none_none_none;TWh/TWh;10.0;interactions_constants;missing-reference
constant;constant;constants;bioenergy_yield_fer_sgr[TWh/TWh];none;0;none;none;none;bioenergy;yield_fer_sgr_none_none_none;TWh/TWh;1.0;interactions_constants;missing-reference
constant;constant;constants;bioenergy_yield_hvo_bionaphta[TWh/TWh];none;0;none;none;none;bioenergy;yield_hvo_bionaphta_none_none_none;TWh/TWh;20.0;interactions_constants;missing-reference
constant;constant;constants;bioenergy_yield_hvo_oil[TWh/TWh];none;0;none;none;none;bioenergy;yield_hvo_oil_none_none_none;TWh/TWh;0.8;interactions_constants;missing-reference
constant;constant;constants;bioenergy_yield_hvo_propane[TWh/TWh];none;0;none;none;none;bioenergy;yield_hvo_propane_none_none_none;TWh/TWh;20.0;interactions_constants;missing-reference
constant;constant;constants;biomass-emission-factors_cropland_ca[tCO2e/ha/an];none;0;none;none;none;biomass-emission-factors;cropland_ca_none_none_none_none;tCO2e/ha/an;1.468;interactions_constants;missing-reference
constant;constant;constants;biomass-emission-factors_cropland_conv[tCO2e/ha/an];none;0;none;none;none;biomass-emission-factors;cropland_conv_none_none_none_none;tCO2e/ha/an;0.0;interactions_constants;missing-reference
constant;constant;constants;biomass-emission-factors_forest_mature[tCO2e/ha/an];none;0;none;none;none;biomass-emission-factors;forest_mature_none_none_none_none;tCO2e/ha/an;2.5;interactions_constants;missing-reference
constant;constant;constants;biomass-emission-factors_forest_young[tCO2e/ha/an];none;0;none;none;none;biomass-emission-factors;forest_young_none_none_none_none;tCO2e/ha/an;6.3;interactions_constants;missing-reference
constant;constant;constants;biomass-emission-factors_grassland_mature[tCO2e/ha/an];none;0;none;none;none;biomass-emission-factors;grassland_mature_none_none_none_none;tCO2e/ha/an;0.734;interactions_constants;missing-reference
constant;constant;constants;biomass-emission-factors_grassland_young[tCO2e/ha/an];none;0;none;none;none;biomass-emission-factors;grassland_young_none_none_none_none;tCO2e/ha/an;1.835;interactions_constants;missing-reference
constant;constant;constants;biorefinery_bp_biomass_algae[tons/tons];none;0;none;none;none;biorefinery;bp_biomass_algae_none_none_none;tons/tons;0.5;interactions_constants;missing-reference
constant;constant;constants;biorefinery_bp_biomass_insect[tons/tons];none;0;none;none;none;biorefinery;bp_biomass_insect_none_none_none;tons/tons;0.3;interactions_constants;missing-reference
constant;constant;constants;biorefinery_bp_fodder_cereals[tons/tons];none;0;none;none;none;biorefinery;bp_fodder_cereals_none_none_none;tons/tons;0.5;interactions_constants;missing-reference
constant;constant;constants;biorefinery_bp_fodder_oilcrops[tons/tons];none;0;none;none;none;biorefinery;bp_fodder_oilcrops_none_none_none;tons/tons;0.5;interactions_constants;missing-reference
constant;constant;constants;biorefinery_bp_grains_cereals[tons/tons];none;0;none;none;none;biorefinery;bp_grains_cereals_none_none_none;tons/tons;1.3;interactions_constants;missing-reference
constant;constant;constants;biorefinery_bp_grains_oilcrops[tons/tons];none;0;none;none;none;biorefinery;bp_grains_oilcrops_none_none_none;tons/tons;1.3;interactions_constants;missing-reference
constant;constant;constants;biorefinery_bp_manure_insect[tons/tons];none;0;none;none;none;biorefinery;bp_manure_insect_none_none_none;tons/tons;0.3;interactions_constants;missing-reference
constant;constant;constants;biorefinery_bp_oil-meals_oilcrops[tons/tons];none;0;none;none;none;biorefinery;bp_oil-meals_oilcrops_none_none_none;tons/tons;0.15;interactions_constants;missing-reference
constant;constant;constants;biorefinery_bp_oil_algae[tons/tons];none;0;none;none;none;biorefinery;bp_oil_algae_none_none_none;tons/tons;0.1;interactions_constants;missing-reference
constant;constant;constants;biorefinery_bp_oil_insect[tons/tons];none;0;none;none;none;biorefinery;bp_oil_insect_none_none_none;tons/tons;0.7;interactions_constants;missing-reference
constant;constant;constants;biorefinery_yield_btx_bionaphta[tons/TWh];none;0;none;none;none;biorefinery;yield_btx_bionaphta_none_none_none;tons/TWh;0.3;interactions_constants;missing-reference
constant;constant;constants;biorefinery_yield_est_glycerin[tons/TWh];none;0;none;none;none;biorefinery;yield_est_glycerin_none_none_none;tons/TWh;0.95;interactions_constants;missing-reference
constant;constant;constants;biorefinery_yield_ezm_lignin[tons/TWh];none;0;none;none;none;biorefinery;yield_ezm_lignin_none_none_none;tons/TWh;0.3;interactions_constants;missing-reference
constant;constant;constants;biorefinery_yield_hvo_bionaphta[tons/TWh];none;0;none;none;none;biorefinery;yield_hvo_bionaphta_none_none_none;tons/TWh;0.05;interactions_constants;missing-reference
constant;constant;constants;bp_bev_beer_barley-crop[%];none;0;none;none;none;bp;bev_beer_barley-crop_none_none_none;%;0.1845;interactions_constants;missing-reference
constant;constant;constants;bp_bev_beer_cereal-meals[%];none;0;none;none;none;bp;bev_beer_cereal-meals_none_none_none;%;0.1497354497354497;interactions_constants;missing-reference
constant;constant;constants;bp_bev_beer_yees[%];none;0;none;none;none;bp;bev_beer_yees_none_none_none;%;0.0253968253968254;interactions_constants;missing-reference
constant;constant;constants;bp_bev_bev-alc_fruits-crop[%];none;0;none;none;none;bp;bev_bev-alc_fruits-crop_none_none_none;%;1.5;interactions_constants;missing-reference
constant;constant;constants;bp_bev_bev-fer_barley-crop[%];none;0;none;none;none;bp;bev_bev-fer_barley-crop_none_none_none;%;0.25;interactions_constants;missing-reference
constant;constant;constants;bp_bev_wine_grappes-crop[%];none;0;none;none;none;bp;bev_wine_grappes-crop_none_none_none;%;1.136;interactions_constants;missing-reference
constant;constant;constants;bp_bev_wine_lees[%];none;0;none;none;none;bp;bev_wine_lees_none_none_none;%;0.0396158463385354;interactions_constants;missing-reference
constant;constant;constants;bp_bev_wine_marc[%];none;0;none;none;none;bp;bev_wine_marc_none_none_none;%;0.112845138055222;interactions_constants;missing-reference
constant;constant;constants;carbon-lifetime_biomass[years];none;0;none;none;none;carbon-lifetime;biomass_none_none_none_none_none;years;50.0;interactions_constants;missing-reference
constant;constant;constants;carbon-lifetime_soil[years];none;0;none;none;none;carbon-lifetime;soil_none_none_none_none_none;years;20.0;interactions_constants;missing-reference
constant;constant;constants;carbon-stock_cropland_soil[tC/ha];none;0;none;none;none;carbon-stock;cropland_soil_none_none_none_none;tC/ha;51.5;interactions_constants;missing-reference
constant;constant;constants;carbon-stock_forest_biomass[tC/ha];none;0;none;none;none;carbon-stock;forest_biomass_none_none_none_none;tC/ha;72.273;interactions_constants;missing-reference
constant;constant;constants;carbon-stock_forest_soil[tC/ha];none;0;none;none;none;carbon-stock;forest_soil_none_none_none_none;tC/ha;99.75;interactions_constants;missing-reference
constant;constant;constants;carbon-stock_natural-prairies_soil[tC/ha];none;0;none;none;none;carbon-stock;natural-prairies_soil_none_none_none_none;tC/ha;81.5;interactions_constants;missing-reference
constant;constant;constants;carbon-stock_other_soil[tC/ha];none;0;none;none;none;carbon-stock;other_soil_none_none_none_none;tC/ha;0.0;interactions_constants;missing-reference
constant;constant;constants;carbon-stock_pasture_soil[tC/ha];none;0;none;none;none;carbon-stock;pasture_soil_none_none_none_none;tC/ha;81.5;interactions_constants;missing-reference
constant;constant;constants;carbon-stock_settlement_soil[tC/ha];none;0;none;none;none;carbon-stock;settlement_soil_none_none_none_none;tC/ha;0.0;interactions_constants;missing-reference
constant;constant;constants;carbon-stock_unmanaged_soil[tC/ha];none;0;none;none;none;carbon-stock;unmanaged_soil_none_none_none_none;tC/ha;51.5;interactions_constants;missing-reference
constant;constant;constants;carbon-stock_wetland_soil[tC/ha];none;0;none;none;none;carbon-stock;wetland_soil_none_none_none_none;tC/ha;125.0;interactions_constants;missing-reference
constant;constant;constants;cf_fst_bio_wood-fuel[Mm3/TWh];none;0;none;none;none;cf;fst_bio_wood-fuel_none_none_none;Mm3/TWh;0.2767017155506364;interactions_constants;missing-reference
constant;constant;constants;cf_fst_mat_other-wood[kt/Mm3];none;0;none;none;none;cf;fst_mat_other-wood_none_none_none;kt/Mm3;0.25;interactions_constants;missing-reference
constant;constant;constants;cf_fst_mat_pulp[kt/Mm3];none;0;none;none;none;cf;fst_mat_pulp_none_none_none;kt/Mm3;0.25;interactions_constants;missing-reference
constant;constant;constants;cf_fst_mat_sawlogs[kt/Mm3];none;0;none;none;none;cf;fst_mat_sawlogs_none_none_none;kt/Mm3;0.00182;interactions_constants;missing-reference
constant;constant;constants;conv-factors_crop_afats[TWh/tons];none;0;none;none;none;conv-factors;crop_afats_none_none_none_none;TWh/tons;1e-05;interactions_constants;missing-reference
constant;constant;constants;conv-factors_crop_maize[TWh/tons];none;0;none;none;none;conv-factors;crop_maize_none_none_none_none;TWh/tons;2.35104e-06;interactions_constants;missing-reference
constant;constant;constants;conv-factors_crop_palm[TWh/tons];none;0;none;none;none;conv-factors;crop_palm_none_none_none_none;TWh/tons;1.05929055555e-05;interactions_constants;missing-reference
constant;constant;constants;conv-factors_crop_rapeseed[TWh/tons];none;0;none;none;none;conv-factors;crop_rapeseed_none_none_none_none;TWh/tons;1.02440722222e-05;interactions_constants;missing-reference
constant;constant;constants;conv-factors_crop_soyabean[TWh/tons];none;0;none;none;none;conv-factors;crop_soyabean_none_none_none_none;TWh/tons;1.05347666666e-05;interactions_constants;missing-reference
constant;constant;constants;conv-factors_crop_sugar-crops[TWh/tons];none;0;none;none;none;conv-factors;crop_sugar-crops_none_none_none_none;TWh/tons;3.9432e-07;interactions_constants;missing-reference
constant;constant;constants;conv-factors_crop_sugar_oth[TWh/tons];none;0;none;none;none;conv-factors;crop_sugar_oth_none_none_none;TWh/tons;2.174712e-06;interactions_constants;missing-reference
constant;constant;constants;conv-factors_crop_sunflower[TWh/tons];none;0;none;none;none;conv-factors;crop_sunflower_none_none_none_none;TWh/tons;1.03022111111e-05;interactions_constants;missing-reference
constant;constant;constants;conv-factors_crop_uco[TWh/tons];none;0;none;none;none;conv-factors;crop_uco_none_none_none_none;TWh/tons;1.21999999999e-05;interactions_constants;missing-reference
constant;constant;constants;conv-factors_crop_wheat[TWh/tons];none;0;none;none;none;conv-factors;crop_wheat_none_none_none_none;TWh/tons;2.174712e-06;interactions_constants;missing-reference
constant;constant;constants;conv-factors_energy_koe/TWh[#/#];none;0;none;none;none;conv-factors;energy_koe/TWh_none_none_none_none;#/#;85984500.0;interactions_constants;missing-reference
constant;constant;constants;conv-factors_food_afats[kcal/tonnes];none;0;none;none;none;conv-factors;food_afats_none_none_none_none;kcal/tonnes;847000000.0;interactions_constants;missing-reference
constant;constant;constants;conv-factors_food_algae-meals[kcal/tonnes];none;0;none;none;none;conv-factors;food_algae-meals_none_none_none_none;kcal/tonnes;3500000.0;interactions_constants;missing-reference
constant;constant;constants;conv-factors_food_barley[kcal/tonnes];none;0;none;none;none;conv-factors;food_barley_none_none_none_none;kcal/tonnes;3320000.0;interactions_constants;missing-reference
constant;constant;constants;conv-factors_food_beer[kcal/tonnes];none;0;none;none;none;conv-factors;food_beer_none_none_none_none;kcal/tonnes;490000.0;interactions_constants;missing-reference
constant;constant;constants;conv-factors_food_bev-alc[kcal/tonnes];none;0;none;none;none;conv-factors;food_bev-alc_none_none_none_none;kcal/tonnes;2950000.0;interactions_constants;missing-reference
constant;constant;constants;conv-factors_food_bev-fer[kcal/tonnes];none;0;none;none;none;conv-factors;food_bev-fer_none_none_none_none;kcal/tonnes;470000.0;interactions_constants;missing-reference
constant;constant;constants;conv-factors_food_bov[kcal/tonnes];none;0;none;none;none;conv-factors;food_bov_none_none_none_none;kcal/tonnes;1050000.0;interactions_constants;missing-reference
constant;constant;constants;conv-factors_food_brans[kcal/tonnes];none;0;none;none;none;conv-factors;food_brans_none_none_none_none;kcal/tonnes;2130000.0;interactions_constants;missing-reference
constant;constant;constants;conv-factors_food_cake[kcal/tonnes];none;0;none;none;none;conv-factors;food_cake_none_none_none_none;kcal/tonnes;4630000.0;interactions_constants;missing-reference
constant;constant;constants;conv-factors_food_cereals[kcal/tonnes];none;0;none;none;none;conv-factors;food_cereals_none_none_none_none;kcal/tonnes;3400000.0;interactions_constants;missing-reference
constant;constant;constants;conv-factors_food_coffee[kcal/tonnes];none;0;none;none;none;conv-factors;food_coffee_none_none_none_none;kcal/tonnes;560000.0;interactions_constants;missing-reference
constant;constant;constants;conv-factors_food_dfish[kcal/tonnes];none;0;none;none;none;conv-factors;food_dfish_none_none_none_none;kcal/tonnes;900000.0;interactions_constants;missing-reference
constant;constant;constants;conv-factors_food_egg[kcal/tonnes];none;0;none;none;none;conv-factors;food_egg_none_none_none_none;kcal/tonnes;1390000.0;interactions_constants;missing-reference
constant;constant;constants;conv-factors_food_ffish[kcal/tonnes];none;0;none;none;none;conv-factors;food_ffish_none_none_none_none;kcal/tonnes;1150000.0;interactions_constants;missing-reference
constant;constant;constants;conv-factors_food_fish-meals[kcal/tonnes];none;0;none;none;none;conv-factors;food_fish-meals_none_none_none_none;kcal/tonnes;9920000.0;interactions_constants;missing-reference
constant;constant;constants;conv-factors_food_fodder[kcal/tonnes];none;0;none;none;none;conv-factors;food_fodder_none_none_none_none;kcal/tonnes;1.0;interactions_constants;missing-reference
constant;constant;constants;conv-factors_food_fruits[kcal/tonnes];none;0;none;none;none;conv-factors;food_fruits_none_none_none_none;kcal/tonnes;1200000.0;interactions_constants;missing-reference
constant;constant;constants;conv-factors_food_grains[kcal/tonnes];none;0;none;none;none;conv-factors;food_grains_none_none_none_none;kcal/tonnes;1.0;interactions_constants;missing-reference
constant;constant;constants;conv-factors_food_grapes[kcal/tonnes];none;0;none;none;none;conv-factors;food_grapes_none_none_none_none;kcal/tonnes;53000.0;interactions_constants;missing-reference
constant;constant;constants;conv-factors_food_insect-meals[kcal/tonnes];none;0;none;none;none;conv-factors;food_insect-meals_none_none_none_none;kcal/tonnes;6730000.0;interactions_constants;missing-reference
constant;constant;constants;conv-factors_food_maize[kcal/tonnes];none;0;none;none;none;conv-factors;food_maize_none_none_none_none;kcal/tonnes;3560000.0;interactions_constants;missing-reference
constant;constant;constants;conv-factors_food_milk[kcal/tonnes];none;0;none;none;none;conv-factors;food_milk_none_none_none_none;kcal/tonnes;610000.0;interactions_constants;missing-reference
